prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size_sqft,furnished,facilities,additional_facilities,region
The Havre @ Bukit Jalil,2020,2400,Kuala Lumpur - Bukit Jalil,Condominium,3,2,3,1239,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Sauna, Squash Court, Multipurpose hall, Tennis Court, Lift, Barbeque area, Club house, Security, Minimart, Jogging Track, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Teratai Mewah Apartment,2017,900,Kuala Lumpur - Setapak,Apartment,3,1,2,657,Not Furnished,"Security, Playground, Parking",None,Kuala Lumpur
Canopy hills,2017,601,Kuala Lumpur - Serdang,Condominium,2,1,1,591,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track, Club house",Cooking Allowed,Kuala Lumpur
Anjung Hijau,2017,1950,Kuala Lumpur - Bukit Jalil,Condominium,3,1,2,1100,Fully Furnished,"Jogging Track, Barbeque area, Security, Playground, Parking, Minimart","Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur
Suria Kipark Damansara,2009,1100,Kuala Lumpur - Kepong,Apartment,3,1,2,948,Not Furnished,"Playground, Security, Swimming Pool, Minimart, Lift, Parking",Air-Cond,Kuala Lumpur
Maxim Citilights,2017,1500,Kuala Lumpur - Sentul,Condominium,2,0,2,856,Fully Furnished,"Multipurpose hall, Minimart, Security, Playground, Jogging Track, Swimming Pool",None,Kuala Lumpur
Residensi Pandanmas 1,2017,1400,Kuala Lumpur - Desa Pandan,Condominium,3,1,2,900,Partially Furnished,"Minimart, Swimming Pool, Jogging Track, Lift, Security, Playground, Parking, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
The Era,2021,2450,Kuala Lumpur - Segambut,Condominium,2,2,2,900,Fully Furnished,"Playground, Security, Parking, Swimming Pool, Gymnasium, Sauna, Lift, Multipurpose hall, Club house, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Continew Condominium,2020,2200,Kuala Lumpur - KL City,Condominium,1,1,1,550,Fully Furnished,"Security, Gymnasium, Minimart, Lift, Playground, Swimming Pool, Parking","Cooking Allowed, Air-Cond, Washing Machine",Kuala Lumpur
Stonor 3 @ KLCC,2019,7500,Kuala Lumpur - KLCC,Service Residence,3,0,3,1600,Fully Furnished,"Parking, Security, Lift","Air-Cond, Near KTM/LRT",Kuala Lumpur
Pertiwi Indah,2017,1600,Kuala Lumpur - Cheras,Condominium,3,1,2,1285,Partially Furnished,"Playground, Parking, Security, Lift, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Seri Riana Residence,2016,3600,Kuala Lumpur - Wangsa Maju,Condominium,3,2,2,1528,Fully Furnished,"Squash Court, Tennis Court, Jogging Track, Sauna, Parking, Playground, Swimming Pool, Gymnasium, Club house, Security, Barbeque area, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Residensi Jalilmas,2017,1200,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,800,Partially Furnished,"Parking, Security, Minimart, Multipurpose hall, Lift, Jogging Track",None,Kuala Lumpur
Sky Awani Residensi 3,2017,1600,Kuala Lumpur - Setapak,Condominium,3,1,2,800,Partially Furnished,"Swimming Pool, Playground, Gymnasium, Jogging Track, Multipurpose hall, Barbeque area, Parking, Security, Lift",Cooking Allowed,Kuala Lumpur
Tiara Hatamas,2017,1100,Kuala Lumpur - Cheras,Condominium,3,1,2,932,Partially Furnished,"Playground, Jogging Track, Barbeque area, Security, Swimming Pool, Lift, Parking, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Danau Impian,1997,1200,Kuala Lumpur - Taman Desa,Condominium,3,1,2,946,Partially Furnished,"Parking, Swimming Pool, Barbeque area, Security, Minimart, Playground, Gymnasium, Sauna, Club house, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
Cheras Utama,2017,700,Kuala Lumpur - Cheras,Apartment,3,0,1,750,Not Furnished,Security,None,Kuala Lumpur
Sky Suites @ KLCC,2019,3099,Kuala Lumpur - KLCC,Service Residence,3,0,2,818,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Sky Awani Residensi,2017,1730,Kuala Lumpur - Sentul,Condominium,3,1,2,800,Fully Furnished,"Parking, Swimming Pool, Security, Playground, Lift, Multipurpose hall, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Southbank Residence,2017,2500,Kuala Lumpur - Old Klang Road,Service Residence,3,0,2,935,Fully Furnished,"Gymnasium, Jogging Track, Security, Multipurpose hall, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Three28 Tun Razak,2016,3400,Kuala Lumpur - KLCC,Service Residence,2,1,2,1055,Fully Furnished,"Minimart, Swimming Pool, Gymnasium, Security, Playground, Parking, Lift, Barbeque area, Jogging Track",None,Kuala Lumpur
Platinum OUG Residence,2021,2500,Kuala Lumpur - Kuchai Lama,Condominium,3,2,2,1200,Fully Furnished,"Lift, Security, Gymnasium, Playground, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
OHako,2019,2200,Selangor - Puchong,Service Residence,3,2,2,1002,Fully Furnished,"Squash Court, Lift, Playground, Swimming Pool, Gymnasium, Security, Parking, Minimart, Tennis Court",None,Kuala Lumpur
Setapak Green,2014,1799,Kuala Lumpur - Setapak,Condominium,4,2,3,1362,Partially Furnished,None,None,Kuala Lumpur
Mesra Villa @ Pandan Mesra,2007,1200,Kuala Lumpur - Ampang,Apartment,3,1,2,871,Partially Furnished,"Security, Swimming Pool, Parking",Cooking Allowed,Kuala Lumpur
Maxim Citilights,2017,1400,Kuala Lumpur - Sentul,Condominium,3,1,1,1009,Partially Furnished,"Security, Swimming Pool, Jogging Track, Multipurpose hall, Minimart, Playground",None,Kuala Lumpur
Sky Awani Residensi,2017,1700,Kuala Lumpur - Sentul,Condominium,3,1,2,800,Fully Furnished,"Minimart, Sauna, Club house, Parking, Swimming Pool, Security, Jogging Track, Playground, Barbeque area",None,Kuala Lumpur
Residensi Pandanmas 1,2017,1700,Kuala Lumpur - Desa Pandan,Condominium,3,1,2,900,Partially Furnished,"Minimart, Swimming Pool, Jogging Track, Lift, Security, Playground, Parking, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Sri Putramas,2004,1600,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1100,Not Furnished,"Tennis Court, Minimart, Playground, Parking, Gymnasium, Security, Swimming Pool, Barbeque area, Lift, Squash Court, Jogging Track, Club house, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
Sentul Point Suite Apartment,2020,1500,Kuala Lumpur - Sentul,Condominium,3,1,2,850,Partially Furnished,"Parking, Minimart, Gymnasium, Squash Court, Security, Playground, Swimming Pool, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur
Desa Aman Puri,2017,800,Kuala Lumpur - Kepong,Apartment,3,1,2,866,Partially Furnished,Parking,None,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",2021,1500,Kuala Lumpur - Setapak,Condominium,3,0,2,800,Partially Furnished,"Tennis Court, Lift, Minimart, Swimming Pool, Squash Court, Security, Barbeque area, Sauna, Jogging Track, Parking, Playground, Gymnasium",None,Kuala Lumpur
The Mark,2015,1500,Kuala Lumpur - Cheras,Service Residence,1,2,1,618,Fully Furnished,"Sauna, Gymnasium, Jogging Track, Multipurpose hall, Security, Barbeque area, Club house, Parking, Playground, Minimart, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Residensi Seri Wahyu @ Jalan Kuching KL,2017,1200,Kuala Lumpur - KL City,Apartment,3,1,2,805,Partially Furnished,"Security, Swimming Pool, Minimart, Playground, Squash Court, Parking, Gymnasium, Jogging Track, Lift",Cooking Allowed,Kuala Lumpur
The Mark,2015,2000,Kuala Lumpur - Cheras,Service Residence,2,2,2,833,Fully Furnished,"Barbeque area, Sauna, Security, Gymnasium, Club house, Jogging Track, Playground, Multipurpose hall, Parking, Lift, Minimart, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Mark,2015,2300,Kuala Lumpur - Cheras,Service Residence,3,2,2,1166,Fully Furnished,"Barbeque area, Club house, Gymnasium, Jogging Track, Multipurpose hall, Security, Playground, Sauna, Parking, Lift, Swimming Pool, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Ketumbar Hill,2017,1450,Kuala Lumpur - Cheras,Condominium,3,2,2,1200,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Sentul Point Suite Apartment,2017,1500,Kuala Lumpur - Sentul,Service Residence,3,2,2,1002,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Emerald Hills,2025,2300,Kuala Lumpur - Cheras,Condominium,3,2,2,893,Fully Furnished,"Barbeque area, Sauna, Parking, Jogging Track, Playground, Club house, Swimming Pool, Security, Lift, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Sri Ledang,2017,1500,Kuala Lumpur - Wangsa Maju,Condominium,4,1,2,1100,Partially Furnished,"Swimming Pool, Parking, Tennis Court, Playground, Security, Lift",Cooking Allowed,Kuala Lumpur
THE FENNEL AT SENTUL EAST,2017,2600,Kuala Lumpur - Sentul,Condominium,3,2,3,1300,Fully Furnished,None,None,Kuala Lumpur
Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018,1300,Kuala Lumpur - Bukit Jalil,Apartment,3,0,2,1100,Not Furnished,"Swimming Pool, Security, Jogging Track, Parking, Minimart",Air-Cond,Kuala Lumpur
Sri Putramas,2004,2500,Kuala Lumpur - Jalan Kuching,Condominium,3,3,2,1050,Fully Furnished,"Tennis Court, Sauna, Minimart, Playground, Parking, Gymnasium, Security, Swimming Pool, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Damansara Foresta,2016,2400,Kuala Lumpur - Sri Damansara,Condominium,4,2,3,1500,Fully Furnished,"Barbeque area, Swimming Pool, Sauna, Playground, Jogging Track, Club house, Parking, Security, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Pandan Ria Apartment (Block C),2017,1200,Kuala Lumpur - KLCC,Apartment,4,0,2,900,Fully Furnished,None,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Suasana Lumayan,2015,1600,Kuala Lumpur - Cheras,Condominium,4,1,2,1142,Partially Furnished,"Minimart, Sauna, Security, Gymnasium, Playground, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
Enesta,2021,1700,Kuala Lumpur - Kepong,Service Residence,3,2,2,953,Not Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
The Herz,2020,1500,Kuala Lumpur - Kepong,Condominium,3,2,3,1144,Partially Furnished,"Minimart, Swimming Pool, Gymnasium, Multipurpose hall, Security, Playground, Lift, Barbeque area, Sauna, Parking, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Maxim Citilights,2017,1200,Kuala Lumpur - Sentul,Condominium,2,0,2,856,Not Furnished,"Multipurpose hall, Minimart, Security, Playground, Jogging Track, Swimming Pool",None,Kuala Lumpur
Maxim Citilights,2017,1340,Kuala Lumpur - Sentul,Service Residence,3,0,2,1100,Partially Furnished,"Jogging Track, Minimart, Multipurpose hall, Swimming Pool, Security, Playground",None,Kuala Lumpur
Enesta,2021,2000,Kuala Lumpur - Kepong,Service Residence,3,2,2,1009,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Maxim Citilights,2017,1400,Kuala Lumpur - Sentul,Service Residence,3,2,2,1009,Partially Furnished,"Minimart, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Security, Lift, Parking",Cooking Allowed,Kuala Lumpur
Flexus Signature Suites,2017,1200,Kuala Lumpur - Jalan Kuching,Service Residence,1,1,1,600,Partially Furnished,"Parking, Gymnasium, Security, Sauna, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Arte Mont Kiara,2017,1999,Kuala Lumpur - Mont Kiara,Service Residence,1,1,1,500,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Bangunan Wadi Rahmat,2017,1200,Kuala Lumpur - Taman Melawati,Apartment,3,1,2,850,Not Furnished,None,None,Kuala Lumpur
Winner Court A,2017,1000,Kuala Lumpur - Desa Petaling,Condominium,3,1,2,765,Partially Furnished,None,None,Kuala Lumpur
Platinum Splendor Residensi Semarak,2020,1400,Kuala Lumpur - Keramat,Condominium,3,1,2,900,Not Furnished,"Squash Court, Swimming Pool, Security, Gymnasium, Tennis Court, Lift, Sauna, Minimart, Playground, Parking",None,Kuala Lumpur
PV18 Residence,2017,1800,Kuala Lumpur - Setapak,Service Residence,3,1,3,1219,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Barbeque area, Gymnasium",Cooking Allowed,Kuala Lumpur
United Point Residence @ North Kiara,2019,1800,Kuala Lumpur - Kepong,Service Residence,3,1,2,829,Partially Furnished,None,None,Kuala Lumpur
M Centura,2021,1200,Kuala Lumpur - Sentul,Service Residence,2,1,1,646,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Taman Mastiara,2017,900,Kuala Lumpur - Jalan Ipoh,Apartment,3,0,2,1100,Not Furnished,"Jogging Track, Parking","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Eco Sky,2018,2000,Kuala Lumpur - Jalan Ipoh,Service Residence,2,1,2,904,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed",Kuala Lumpur
Iris Apartment (Taman Desa),2017,950,Kuala Lumpur - Taman Desa,Apartment,2,0,1,650,Partially Furnished,Security,None,Kuala Lumpur
Sentrio Suites,2017,2100,Kuala Lumpur - Desa Pandan,Service Residence,3,1,2,950,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
KL Trillion,2014,3000,Kuala Lumpur - KLCC,Service Residence,2,1,2,970,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Barbeque area, Security, Lift, Parking, Tennis Court, Squash Court, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Millerz Square @ Old Klang Road,2019,2200,Kuala Lumpur - Old Klang Road,Service Residence,3,2,2,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Sauna, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Millerz Square @ Old Klang Road,2019,2299,Kuala Lumpur - Old Klang Road,Service Residence,3,2,2,852,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Multipurpose hall, Sauna","Cooking Allowed, Air-Cond",Kuala Lumpur
Residency V,2017,1999,Kuala Lumpur - Old Klang Road,Service Residence,2,2,2,814,Partially Furnished,"Barbeque area, Gymnasium, Security, Swimming Pool, Parking, Playground, Lift, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed",Kuala Lumpur
The Vyne,2017,5000,Kuala Lumpur - Sungai Besi,Condominium,4,3,4,1449,Fully Furnished,"Parking, Security, Playground, Gymnasium, Club house, Minimart, Jogging Track, Multipurpose hall, Squash Court, Barbeque area, Sauna, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Abadi Indah,2017,1200,Kuala Lumpur - Taman Desa,Condominium,3,1,2,950,Partially Furnished,"Security, Swimming Pool, Tennis Court, Playground, Gymnasium, Parking, Minimart, Squash Court",None,Kuala Lumpur
The Holmes,2017,1700,Kuala Lumpur - Cheras,Condominium,3,2,2,1018,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
Palace Court,2014,3300,Kuala Lumpur - Kuchai Lama,Condominium,6,2,5,2497,Partially Furnished,"Lift, Tennis Court, Gymnasium, Security, Playground, Swimming Pool, Barbeque area, Sauna, Parking, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
Sunway Velocity,2014,1400,Kuala Lumpur - Cheras,Condominium,4,0,3,1000,Partially Furnished,"Security, Lift, Parking, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Pavilion Residences,2017,5500,Kuala Lumpur - Bukit Bintang,Condominium,2,1,2,1307,Fully Furnished,"Parking, Swimming Pool, Playground, Gymnasium, Sauna, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Cengal Condominium,2001,1500,Kuala Lumpur - Cheras,Condominium,3,2,2,1080,Fully Furnished,"Security, Playground, Parking",None,Kuala Lumpur
Royal Domain Sri Putramas 2,2007,1900,Kuala Lumpur - Jalan Kuching,Service Residence,3,1,2,1295,Fully Furnished,"Jogging Track, Sauna, Playground, Gymnasium, Tennis Court, Security, Minimart, Swimming Pool, Barbeque area, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Residensi Wangsamas,2017,1400,Kuala Lumpur - Wangsa Maju,Apartment,3,1,2,800,Not Furnished,"Multipurpose hall, Parking, Security, Lift, Playground, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Endah Ria,2000,1500,Kuala Lumpur - Sri Petaling,Condominium,3,1,2,945,Fully Furnished,None,None,Kuala Lumpur
Aman Dua,2017,950,Kuala Lumpur - Kepong,Apartment,3,1,2,850,Partially Furnished,"Swimming Pool, Minimart, Parking, Security",None,Kuala Lumpur
Danau Impian,1997,1199,Kuala Lumpur - Taman Desa,Condominium,3,1,2,946,Partially Furnished,"Parking, Minimart, Playground, Sauna, Club house, Security, Swimming Pool, Gymnasium, Barbeque area",None,Kuala Lumpur
Angkasa Condominiums,2005,1600,Kuala Lumpur - Cheras,Condominium,3,1,2,928,Fully Furnished,"Playground, Minimart, Parking, Gymnasium, Security, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Residensi Jalilmas,2017,1200,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,800,Partially Furnished,"Multipurpose hall, Security, Minimart, Parking",None,Kuala Lumpur
Residensi Jalilmas,2017,1100,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,850,Partially Furnished,"Security, Parking, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Sri Rakyat Apartment,2017,900,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,667,Partially Furnished,"Minimart, Parking, Playground",None,Kuala Lumpur
Sky Awani Residensi,2017,1800,Kuala Lumpur - Sentul,Condominium,3,1,2,800,Fully Furnished,"Swimming Pool, Jogging Track, Minimart, Barbeque area, Parking, Security, Playground, Sauna, Club house, Lift","Cooking Allowed, Air-Cond",Kuala Lumpur
Lavile,2021,2700,Kuala Lumpur - Cheras,Condominium,2,1,2,850,Fully Furnished,"Gymnasium, Swimming Pool, Security, Barbeque area, Multipurpose hall",None,Kuala Lumpur
Queensville,2017,1700,Kuala Lumpur - Cheras,Studio,1,1,1,712,Fully Furnished,None,None,Kuala Lumpur
